meeting_id,processing_time_seconds,estimated_audio_duration_seconds,transcript_length,summary_length,compression_ratio
db3e136f-4fea-43da-b784-6079547050b3,561.726853,15.200000000000001,197,166,0.8426395939086294
4b3fd1d0-244d-4192-96e1-34d704a5bc0e,1245.883761,7.6000000000000005,93,88,0.946236559139785
ee89e1c9-234b-4fc3-994b-407b6d48b1ce,45.145297,0.8,39,88,2.2564102564102564
